# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\Simon.png	255	255	255
1	textures\Weapons\Whip.png	255	255	255
2	textures\Torch.png	255	255	255
3	textures\Weapons\Knife.png	255	255	255
4	textures\Items\WhipItem.png	255	255	255
5	textures\Items\BigHeart.png	255	255	255
6	textures\Items\SmallHeart.png	255	255	255
7	textures\Items\MoneyBag.png	255	255	255
8	textures\Weapons\Axe.png	255	255	255
9	textures\Weapons\Bomerang.png	255	255	255
10	textures\Enemys\Zombie.png	255	255	255
11	textures\Enemys\Leopad.png	255	255	255
12	textures\Enemys\RedBat.png	255	255	255
13	textures\Candle.png	255	255	255
14	textures\Weapons\HolyWater.png	255	255	255

99	textures\Effect.png	255	255	255
-100	textures\bbox.png	255	255	255
# id	left	top	right	bottom	texture_id
[SPRITES]
# SIMON
# idle 
1	0	0	60	64	0
# walk
2	60	0	120	64	0
3	120	0	180	64	0
4	180	0	240	64	0
# jump 
5	240	0	300	64	0
# duck
6	300	198	360	262	0
# ascend
7	240	66	300	130	0
8	300	66	360	130	0
# descend
9	120	66	180	130	0
10	180	66	240	130	0
# hurt
11	0	66	60	130	0
# standing
12	300	0	360	64	0
13	360	0	420	64	0
14	420	0	480	64	0
# ducking
15	420	66	480	130	0
16	0	132	60	196	0
17	60	132	120	196	0
# ascending
18	300	132	360	196	0
19	360	132	420	196	0
20	420	132	480	196	0
# descending
21	120	132	180	196	0
22	180	132	240	196	0
23	240	132	300	196	0
# upgrade
24	120	198	180	262	0
25	60	198	120	262	0
26	0	198	60	262	0
#WHIP
101	0	0	240	66	1
102	240	0	480	66	1
103	480	0	720	66	1
#WHIP_1
104	0	66	240	132	1
105	240	66	480	132	1
106	480	66	720	132	1
#WHIP_2
107	0	132	240	198	1
108	240	132	480	198	1
109	480	132	720	198	1
110	0	198	240	264	1
111	240	198	480	264	1
112	480	198	720	264	1
113	0	264	240	330	1
114	240	264	480	330	1
115	480	264	720	330	1
116	0	330	240	396	1
117	240	330	480	396	1
118	480	330	720	396	1

#TORCH
201	0	0	32	64	2
202	32	0	64	64	2
# CANDLE
203	0	0	16	32	13
204	16	0	32	32	13

#Knife
301	0	0	32	18	3
#WhipItem
401	0	0	32	32	4
#Heart
501	0	0	24	20	5
502	0	0	16	16	6
#MoneyBag
701	0	0	30	30	7
702	30	0	60	30	7
703	60	0	90	30	7

#Axe
801	0	0	30	28	8
802	30	0	60	28	8
803	60	0	90	28	8
804	90	0	120	28	8
#Boomerang
901	0	0	28	28	9
902	28	0	56	28	9
903	56	0	84	28	9
#Zombie
1001	0	0	32	64	10
1002	32	0	64	64	10
#Leopad
1101	0	0	64	32	11
1102	64	0	128	32	11
1103	128	0	196	32	11
1104	196	0	256	32	11
#Red Bat
1201	0	0	32	32	12
1202	32	0	64	32	12
1203	64	0	96	32	12
1204	96	0	128	32	12
#HOLY WATER
1401	0	0	32	26	14
1402	32	0	64	26	14
1403	64	0	96	26	14

#Effect Explore
9901	0	0	32	64	99
9902	32	0	64	64	99
9903	64	0	96	64	99
						
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==== SIMON =========
# idle
1	1	100
# walk
2	1	100	2	100	3	100	4	100
# jump
3	5	100
# duck
4	6	100
# ascend
5	7	100	8	100
# descend
6	9	100	10	100
# hurt
7	1	100	11	400	6	100
# standing
8	12	100	13	100	14	100
# ducking
9	15	100	16	100	17	100
# ascending
10	18	100	19	100	20	100
# descending
11	21	100	22	100	23	100
# upgrade
12	24	50	25	50	26	50
13	12	100	13	100	14	100

# ==== WHIP =========
101	101	100 	102	100	103	100
# ==== WHIP1 =========
102	104	100 	105	100	106	100
# ==== WHIP2 =========
103	107	25 	108	25	109	25	110	25	111	25	112	25	113	25	114	25	115	25	116	25	117	25	118	25

# ==== TORCH =========
201	201	100	202	100
202	203	100	204	100

# ==== KNIFE =========
301	301	100

# ==== WHIPITEM =========
401	401	100
# ==== HEART =========
501	501	100
502	502	100
# ==== HEART =========
701	701	100	702	100	703	100

# ==== Axe =========
801	801	100
802	801	100	802	100	803	100	804	100
# ==== Boomerang =========
901	901	100
902	901	100	902	100	903	100

# ==== Zombie =========
1001	1001	100	1002	100
# ==== Leopad =========
1101	1102	200	1103	200	1104	200	1103	200
1102	1101	200
1103	1104	200

# ==== RedBat =========
1201	1201	100	1202	100	1203	100	1204	100

#HOLY WATER
1401	1401	100
1402	1402	100	1403	100

# ==== EFFECT =========
9901	9901	50	9902	50	9903	50

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# SIMON
0	1	2	3	4	5	6	7	8	9	10	11	12	13
# WHIP
1	101	102	103
# TORCH
2	201	202	9901
# ITEM
3	301	401	501	502	701	801	901	1401
# Weapon
4	301	802	902	1401	1402
# Zombie
10	1001	9901
# Leopad
11	1101	9901	0	1102	1103
# Bat
12	1201	1301	9901

[OBJECTS]
# type	x	y	ani_set_id	state	extra_settings per object type
# type: 0 = Simon, 2 = Torch
# SIMON
0	0	335	0
# WHIP
1	100	100	1
# WEAPON
4	100	100	4

3	0	0	3

2	56	336	2	1
2	184	272	2	1
2	312	336	2	1
2	440	272	2	1
2	568	336	2	1
2	696	272	2	1
2	824	336	2	1
2	952	272	2	1
2	1080	336	2	1
2	1208	272	2	1
2	1312	133	2	1
2	1720	133	2	1
2	1976	133	2	1
2	1464	336	2	1
2	1848	336	2	1
2	2104	336	2	1
2	2232	336	2	1
2	2360	336	2	1
2	2488	336	2	1
2	2616	336	2	1
2	2744	272	2	1
2	2872	133	2	1

# GROUND
7	-25	272	7
7	-25	304	7
7	-25	336	7
7	-25	368	7
7	-25	400	7
7	0	400	7
7	32	400	7
7	64	400	7
7	96	400	7
7	128	400	7
7	160	400	7
7	192	400	7
7	224	400	7
7	256	400	7
7	288	400	7
7	320	400	7
7	352	400	7
7	384	400	7
7	416	400	7
7	448	400	7
7	480	400	7
7	512	400	7
7	544	400	7
7	576	400	7
7	608	400	7
7	640	400	7
7	672	400	7
7	704	400	7
7	736	400	7
7	768	400	7
7	800	400	7
7	832	400	7
7	864	400	7
7	896	400	7
7	928	400	7
7	960	400	7
7	992	400	7
7	1024	400	7
7	1056	400	7
7	1088	400	7
7	1120	400	7
7	1152	400	7
7	1184	400	7
7	1216	400	7
7	1248	400	7
7	1280	400	7
7	1312	400	7
7	1344	400	7
7	1376	400	7
7	1408	400	7
7	1440	400	7
7	1472	400	7
7	1504	400	7
7	1536	400	7
7	1568	400	7
7	1600	400	7
7	1632	400	7
7	1664	400	7
7	1696	400	7
7	1728	400	7
7	1760	400	7
7	1792	400	7
7	1824	400	7
7	1856	400	7
7	1888	400	7
7	1920	400	7
7	1952	400	7
7	1984	400	7
7	2016	400	7
7	2048	400	7
7	2080	400	7
7	2112	400	7
7	2144	400	7
7	2176	400	7
7	2208	400	7
7	2240	400	7
7	2272	400	7
7	2304	400	7
7	2336	400	7
7	2368	400	7
7	2400	400	7
7	2432	400	7
7	2464	400	7
7	2496	400	7
7	2528	400	7
7	2560	400	7
7	2592	400	7
7	2624	400	7
7	2656	400	7
7	2688	400	7
7	2720	400	7
7	2752	400	7
7	2784	400	7
7	2816	400	7
7	2848	400	7
7	2880	400	7
7	2912	400	7
7	2944	400	7
7	2976	400	7
7	3008	400	7
7	3040	400	7
7	3072	400	7
7	3104	400	7
7	3136	400	7
7	3168	400	7
7	3200	400	7
7	3232	400	7
7	3264	400	7
7	3296	400	7
7	3328	400	7
7	3360	400	7
7	3392	400	7
7	3424	400	7
7	3456	400	7
7	3488	400	7
7	3520	400	7
7	3552	400	7
7	3584	400	7
7	3616	400	7
7	3648	400	7
7	3680	400	7
7	3712	400	7
7	3744	400	7
7	3776	400	7
7	3808	400	7
7	3840	400	7
7	3872	400	7
7	3904	400	7
7	3936	400	7
7	3968	400	7
7	4000	400	7
7	4032	400	7
7	4064	400	7
7	4096	400	7
7	4128	400	7
7	4160	400	7
7	4192	400	7
7	4224	400	7
7	4256	400	7
7	4288	400	7
7	4320	400	7
7	4352	400	7
7	4384	400	7
7	4416	400	7
7	4448	400	7
7	4480	400	7
7	4512	400	7
7	4544	400	7
7	4576	400	7
7	4608	400	7
7	4640	400	7
7	4672	400	7
7	4704	400	7
7	4736	400	7
7	4768	400	7
7	4800	400	7
7	4832	400	7
7	4864	400	7
7	4896	400	7
7	4928	400	7
7	4960	400	7
7	4992	400	7
7	5024	400	7
7	5056	400	7
7	5088	400	7
7	5120	400	7
7	5152	400	7
7	5184	400	7
7	5216	400	7
7	5248	400	7
7	5280	400	7
7	5312	400	7
7	5344	400	7
7	5376	400	7
7	5408	400	7
7	5440	400	7
7	5472	400	7
7	5504	400	7
7	5536	400	7
7	5568	400	7
7	5600	400	7
7	1376	272	7
7	1408	272	7
7	1440	272	7
7	1504	240	7
7	1536	240	7
7	1568	240	7
7	1600	240	7
7	1632	240	7
7	1664	240	7
7	1696	240	7
7	1728	240	7
7	1760	240	7
7	1792	240	7
7	1856	272	7
7	1888	272	7
7	1920	272	7
7	1952	272	7
7	1984	272	7
7	2016	272	7
7	2784	208	7
7	2816	208	7
7	2848	208	7
7	2880	208	7
7	2912	208	7
7	2944	208	7
7	2976	208	7
7	3008	208	7
7	3040	208	7
7	3072	208	7
7	3104	208	7
7	3136	208	7
7	3168	208	7
7	3200	208	7
7	3232	208	7
7	3264	208	7
7	3296	208	7
7	3056	80	7
7	3056	240	7
7	3056	272	7
7	3056	304	7
7	3056	336	7
7	3056	368	7
7	3328	272	7
7	3360	272	7
7	3392	272	7
7	3584	240	7
7	3616	240	7
7	3648	240	7
7	3680	240	7
7	3712	240	7
7	3744	240	7
7	3584	272	7
7	3584	304	7
7	3584	336	7
7	3584	368	7
7	3680	272	7
7	3680	304	7
7	3680	336	7
7	3680	368	7
7	3776	272	7
7	3808	272	7
7	3804	272	7
7	3904	208	7
7	3936	208	7
7	3968	208	7
7	4000	208	7
7	4032	208	7
7	4064	208	7
7	4096	208	7
7	4128	208	7
7	4160	208	7
7	4192	208	7
7	4224	208	7
7	4256	208	7
7	4288	208	7
7	4080	240	7
7	4080	272	7
7	4080	304	7
7	4080	336	7
7	4080	368	7
7	4352	272	7
7	4384	272	7
7	4416	272	7
7	4448	272	7
7	4480	272	7
7	4512	272	7
7	4544	272	7
7	4576	272	7
7	4608	272	7
7	4640	272	7
7	4672	272	7
7	5440	336	7
7	5472	336	7
7	5536	272	7
7	5568	272	7
7	5600	272	7
7	5616	112	7
7	5616	144	7
7	5616	176	7
7	5616	208	7
7	5616	240	7
7	5616	272	7
7	5616	304	7
7	5616	336	7
7	5616	368	7

# STAIR
8	1248	368	8	0
8	1280	336	8	0
8	1312	304	8	0
8	1344	272	8	0
8	1440	240	8	0
8	1472	208	8	0
8	1856	240	8	1
8	1824	208	8	1
8	2592	368	8	0
8	2624	336	8	0
8	2656	304	8	0
8	2688	272	8	0
8	2720	240	8	0
8	2752	208	8	0
8	3424	272	8	1
8	3456	304	8	1
8	3488	336	8	1
8	3520	368	8	1
8	3168	400	8	1
8	3872	272	8	1
8	3904	304	8	1
8	3936	336	8	1
8	3968	368	8	1
8	3808	400	8	1
8	4320	208	8	1
8	4352	240	8	1
8	4704	272	8	1
8	3736	304	8	1
8	4768	336	8	1
8	4800	368	8	1
8	5472	304	8	0
8	5504	272	8	0

# ZOMBIE
5	500	335	10
5	532	335	10
5	564	335	10
5	1400	335	10
5	2400	335	10
5	2432	335	10
5	2480	335	10
5	2912	335	10
5	2962	335	10
5	4512	335	10
5	4480	335	10
5	4544	335	10
# LEOPAD
6	1376	238	11
6	1760	174	11
6	1888	238	11
# BAT


# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
50	3808	430	0	3840	462	2

# id	file_image_path	file_text	width	height
[TILEMAP]
1	scenes\\Map_2.png	scenes\\Map_2.txt	5632	352

