# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\Simon.png	255	255	255
1	textures\Weapons\Whip.png	255	255	255
2	textures\Torch.png	255	255	255
3	textures\Weapons\Knife.png	255	255	255
4	textures\Items\WhipItem.png	255	255	255
5	textures\Items\BigHeart.png	255	255	255
6	textures\Items\SmallHeart.png	255	255	255
7	textures\Items\MoneyBag.png	255	255	255
8	textures\Weapons\Axe.png	255	255	255
9	textures\Weapons\Bomerang.png	255	255	255
10	textures\Enemys\Zombie.png	255	255	255
11	textures\Enemys\Leopad.png	255	255	255
12	textures\Enemys\RedBat.png	255	255	255
13	textures\Candle.png	255	255	255
14	textures\Weapons\HolyWater.png	255	255	255

99	textures\Effect.png	255	255	255
-100	textures\bbox.png	255	255	255
# id	left	top	right	bottom	texture_id
[SPRITES]
# SIMON
# idle 
1	0	0	60	64	0
# walk
2	60	0	120	64	0
3	120	0	180	64	0
4	180	0	240	64	0
# jump 
5	240	0	300	64	0
# duck
6	300	198	360	262	0
# ascend
7	240	66	300	130	0
8	300	66	360	130	0
# descend
9	120	66	180	130	0
10	180	66	240	130	0
# hurt
11	0	66	60	130	0
# standing
12	300	0	360	64	0
13	360	0	420	64	0
14	420	0	480	64	0
# ducking
15	420	66	480	130	0
16	0	132	60	196	0
17	60	132	120	196	0
# ascending
18	300	132	360	196	0
19	360	132	420	196	0
20	420	132	480	196	0
# descending
21	120	132	180	196	0
22	180	132	240	196	0
23	240	132	300	196	0
# upgrade
24	120	198	180	262	0
25	60	198	120	262	0
26	0	198	60	262	0
#WHIP
101	0	0	240	66	1
102	240	0	480	66	1
103	480	0	720	66	1
#WHIP_1
104	0	66	240	132	1
105	240	66	480	132	1
106	480	66	720	132	1
#WHIP_2
107	0	132	240	198	1
108	240	132	480	198	1
109	480	132	720	198	1
110	0	198	240	264	1
111	240	198	480	264	1
112	480	198	720	264	1
113	0	264	240	330	1
114	240	264	480	330	1
115	480	264	720	330	1
116	0	330	240	396	1
117	240	330	480	396	1
118	480	330	720	396	1

#TORCH
201	0	0	32	64	2
202	32	0	64	64	2
# CANDLE
203	0	0	16	32	13
204	16	0	32	32	13

#Knife
301	0	0	32	18	3
#WhipItem
401	0	0	32	32	4
#Heart
501	0	0	24	20	5
502	0	0	16	16	6
#MoneyBag
701	0	0	30	30	7
702	30	0	60	30	7
703	60	0	90	30	7

#Axe
801	0	0	30	28	8
802	30	0	60	28	8
803	60	0	90	28	8
804	90	0	120	28	8
#Boomerang
901	0	0	28	28	9
902	28	0	56	28	9
903	56	0	84	28	9
#Zombie
1001	0	0	32	64	10
1002	32	0	64	64	10
#Leopad
1101	0	0	64	32	11
1102	64	0	128	32	11
1103	128	0	196	32	11
1104	196	0	256	32	11
#Red Bat
1201	0	0	32	32	12
1202	32	0	64	32	12
1203	64	0	96	32	12
1204	96	0	128	32	12
#HOLY WATER
1301	0	0	32	26	14
1302	32	0	64	26	14
1303	64	0	96	26	14
#Effect Explore
9901	0	0	32	64	99
9902	32	0	64	64	99
9903	64	0	96	64	99
						
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==== SIMON =========
# idle
1	1	100
# walk
2	1	100	2	100	3	100	4	100
# jump
3	5	100
# duck
4	6	100
# ascend
5	7	100	8	100
# descend
6	9	100	10	100
# hurt
7	1	100	11	400	6	100
# standing
8	12	100	13	100	14	100
# ducking
9	15	100	16	100	17	100
# ascending
10	18	100	19	100	20	100
# descending
11	21	100	22	100	23	100
# upgrade
12	24	50	25	50	26	50
13	12	100	13	100	14	100

# ==== WHIP =========
101	101	100 	102	100	103	100
# ==== WHIP1 =========
102	104	100 	105	100	106	100
# ==== WHIP2 =========
103	107	25 	108	25	109	25	110	25	111	25	112	25	113	25	114	25	115	25	116	25	117	25	118	25

# ==== TORCH =========
201	201	100	202	100
202	203	100	204	100

# ==== KNIFE =========
301	301	100

# ==== WHIPITEM =========
401	401	100
# ==== HEART =========
501	501	100
502	502	100
# ==== HEART =========
701	701	100	702	100	703	100

# ==== Axe =========
801	801	100
802	801	100	802	100	803	100	804	100
# ==== Boomerang =========
901	901	100
902	901	100	902	100	903	100

# ==== Zombie =========
1001	1001	100	1002	100
# ==== Leopad =========
1101	1101	100	1102	100
# ==== RedBat =========
1201	1201	100	1202	100	1203	100	1204	100

#HOLY WATER
1401	1401	100
1402	1402	100	1403	100


# ==== EFFECT =========
9901	9901	50	9902	50	9903	50

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# SIMON
0	1	2	3	4	5	6	7	8	9	10	11	12	13
# WHIP
1	101	102	103
# TORCH
2	201	202	9901
# ITEM
3	301	401	501	502	701	801	901	1401
# Weapon
4	301	802	902	1401	1402
# Zombie
10	1001	9901
# Leopad
11	1101	9901	0	1102	1103
# Bat
12	1201	1301	9901


[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Simon, 2 = Torch
# SIMON
0	100.0	48	0
# WHIP
1	100	100	1
# WEAPON
4	100	100	4

3	0	0	3


# GROUND
7	0	240	7
7	32	240	7
7	64	240	7
7	96	240	7
7	128	240	7
7	160	240	7
7	192	240	7
7	224	240	7
7	256	240	7
7	288	240	7
7	320	240	7
7	352	240	7
7	384	240	7
7	416	240	7
7	448	240	7
7	480	240	7
7	512	240	7
7	544	240	7
7	576	240	7
7	608	240	7
7	640	240	7
7	672	240	7
7	704	240	7
7	736	240	7
7	768	240	7
7	800	240	7
7	832	240	7
7	864	240	7
7	896	240	7
7	928	240	7
7	960	240	7
7	992	240	7
7	1008	112	7
7	1008	144	7
7	1008	176	7
7	1008	208	7
7	1008	240	7
7	1008	272	7

# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
50	1000	272	0	1024	352	1

# id	file_image_path	file_text	width	height
[TILEMAP]
2	scenes\\Map_3.png	scenes\\Map_3.txt	1024	352
